Deformation[in],Force[kip]
-0.576935121,-84.44116337
-0.576935121,-86.16811743
-0.576935121,-87.89507148
-0.566246043,72.61707483
-0.566246043,60.76825116
-0.566246043,-20.61445879
-0.555556966,-16.22375635
-0.560901505,-18.5270422
-0.555556966,-89.33147811
-0.544867889,80.19920606
-0.544867889,78.472252
-0.544867889,76.16964659
-0.544867889,-13.20022587
-0.544867889,-66.49594692
-0.542730073,-72.80865124
-0.544867889,-76.95361315
-0.544867889,-78.68056721
-0.544867889,-82.71012668
-0.544867889,-84.43708074
-0.544867889,-86.16403479
-0.544867889,-88.08287264
-0.534178811,72.71709935
-0.536851081,61.49155776
-0.534178811,-8.641625122
-0.53952335,-10.75302719
-0.523489734,-3.627300384
-0.528834273,-5.858629813
-0.534178811,-7.298438633
-0.523489734,-89.0395698
-0.512800657,80.20328869
-0.512800657,78.47633463
-0.512800657,76.17372922
-0.512800657,0.907314895
-0.518145195,-1.539883792
-0.512800657,-66.2999805
-0.515472926,-72.6324856
-0.512800657,-77.8609785
-0.510128387,-82.84961666
-0.512800657,-84.81676567
-0.512800657,-86.54371973
-0.502111579,72.91306577
-0.502111579,62.1291971
-0.505674605,4.601984991
-0.512800657,3.066007466
-0.494985528,7.289718847
-0.488750233,-88.53145201
-0.480733425,80.20737132
-0.480733425,78.48041727
-0.480733425,76.17781186
-0.480733425,12.08862795
-0.486077963,9.97722589
-0.480733425,-66.00807219
-0.478595609,-72.28239976
-0.480733425,-76.65762221
-0.480733425,-78.09675059
-0.480733425,-82.12631006
-0.480733425,-83.85326412
-0.480733425,-85.58021817
-0.470044347,73.10903219
-0.467372078,62.93953185
-0.473607373,14.96779197
-0.480733425,13.43181444
-0.462918296,17.65552582
-0.45935527,-88.1679275
-0.448666193,80.21145396
-0.448666193,78.4844999
-0.450804008,76.29675259
-0.452229219,20.34325968
-0.448666193,-65.81210577
-0.448666193,-71.76050308
-0.448666193,-76.65353958
-0.448666193,-78.09266796
-0.446528377,-82.35221579
-0.448666193,-84.61671662
-0.448666193,-86.15178689
-0.437977115,73.30499861
-0.435304846,63.51926584
-0.441540141,22.93505164
-0.427288038,25.9110648
-0.427288038,-88.06790298
-0.416598961,80.21553659
-0.416598961,78.48858254
-0.416598961,76.76162848
-0.421943499,27.54275741
-0.416598961,-65.71208125
-0.416598961,-70.79700153
-0.416598961,-72.3320718
-0.416598961,-77.51293397
-0.416598961,-81.54249344
-0.416598961,-83.2694475
-0.416598961,-84.99640155
-0.416598961,-87.01118129
-0.405909883,73.40502313
-0.403237614,64.09899982
-0.409472909,29.84695051
-0.395220806,-87.68005278
-0.384531729,80.21961923
-0.384531729,78.49266517
-0.384531729,76.76571111
-0.39165778,32.34370783
-0.384531729,-65.13234726
-0.384531729,-71.34938187
-0.384531729,-75.87783917
-0.384531729,-77.50885134
-0.384531729,-81.53841081
-0.384531729,-83.26536486
-0.384531729,-84.99231892
-0.373842651,73.88881523
-0.373842651,64.67839359
-0.377405677,34.74406964
-0.360481305,-87.29186235
-0.352464497,80.60746943
-0.352464497,78.88051537
-0.352464497,76.76979375
-0.357809035,37.04916999
-0.352464497,-64.93638084
-0.352464497,-70.21318491
-0.352464497,-71.74825518
-0.352464497,-75.96969843
-0.352464497,-77.50476871
-0.349792227,-81.67790079
-0.352464497,-83.6450498
-0.352464497,-85.37200385
-0.341775419,73.89289786
-0.341775419,65.16218568
-0.338212394,39.16238656
-0.331086342,-87.57594562
-0.320397265,80.80343585
-0.320397265,79.07648179
-0.320397265,77.34952773
-0.318259449,-64.83608414
-0.320397265,-70.40098606
-0.325741803,-71.74485299
-0.320397265,-76.46451364
-0.320397265,-80.95459419
-0.320397265,-82.68154824
-0.320397265,-84.4085023
-0.320397265,-86.13545636
-0.309708187,74.37668996
-0.309708187,65.55003588
-0.315052726,41.65982432
-0.29901911,-87.3799792
-0.288330033,80.80751848
-0.288330033,79.08056442
-0.288330033,77.35361037
-0.293674571,43.67732581
-0.285657763,-64.04041286
-0.293674571,-65.40860548
-0.288330033,-69.72531018
-0.288330033,-71.16443856
-0.288330033,-75.19399803
-0.288330033,-76.92095209
-0.288330033,-80.95051155
-0.288330033,-82.67746561
-0.288330033,-84.40441967
-0.285657763,-86.41885918
-0.277640955,74.47671448
-0.277640955,66.03382798
-0.266951878,45.69550774
-0.256262801,81.38725247
-0.256262801,79.66029841
-0.256262801,77.357693
-0.256262801,-63.0052951
-0.256262801,-64.82819105
-0.256262801,-70.10499511
-0.256262801,-76.14933431
-0.254124985,-81.17641728
-0.256262801,-83.44091811
-0.256262801,-85.16787217
-0.25893507,-86.8471955
-0.245573723,74.57673901
-0.245573723,66.51762007
-0.234884646,48.00219578
-0.224195569,81.3913351
-0.224195569,79.66438104
-0.224195569,77.64960131
