Deformation[in],Force[kip]
2.167555431,325.839348
2.177046946,313.2397866
2.175148643,221.442982
2.1485724,207.0434832
2.1485724,196.2438592
2.129589369,189.0441098
2.167555431,-198.3924037
2.213114705,245.2021549
2.205521493,234.0425434
2.243487555,293.4404758
2.243487555,282.6408517
2.243487555,272.4412068
2.224504524,261.0416036
2.243487555,-12.54887282
2.251080767,-178.1431085
2.224504524,-190.74267
2.281453616,336.6389721
2.290945132,324.0394106
2.262470585,315.0397239
2.262470585,304.2400999
2.319419678,6.050479739
2.319419678,-163.7436098
2.35738574,-14.34881017
2.366877255,-152.044017
2.319419678,-172.7432965
2.395351802,336.6389721
2.395351802,322.2394733
2.402945014,-131.3447376
2.35738574,-142.1443616
2.433317864,9.650354429
2.440911076,-113.3453641
2.471283925,-14.34881017
2.478877138,-93.90604081
2.509249987,336.6389721
2.501656775,322.9594482
2.509249987,-77.34661723
2.471283925,-127.7448629
2.547216049,10.85031266
2.556707564,-54.84740042
2.547216049,-67.74695139
2.509249987,-107.9455521
2.585182111,-14.34881017
2.585182111,-33.24815229
2.585182111,-44.94774503
2.547216049,-88.1462413
2.630741385,335.1990222
2.604165142,324.0394106
2.668707447,11.93027507
2.642131204,-23.34849689
2.623148173,-53.94743175
2.706673509,45.04912221
2.699080296,30.64962345
2.661114234,23.44987407
2.699080296,-13.74883105
2.661114234,-34.14812096
2.737046358,340.2388467
2.737046358,329.4392227
2.74463957,73.84811972
2.737046358,59.44862097
2.782605632,102.6471172
2.77501242,88.24761848
2.77501242,14.45018735
2.820571694,132.8860646
2.812978482,118.2465742
2.812978482,-14.34881017
2.850944543,340.2388467
2.850944543,329.4392227
2.860436059,161.1450809
2.850944543,148.24553
2.812978482,77.44799441
2.888910605,193.5439531
2.898402121,179.1444544
2.850944543,171.0447363
2.850944543,109.8468666
2.888910605,14.45018735
2.926876667,231.3426374
2.926876667,219.0430655
2.926876667,208.2434415
2.926876667,-14.34881017
2.964842729,339.0388885
2.964842729,328.2392644
2.972435941,268.241353
2.964842729,255.0418124
2.945859698,244.8421675
3.012300306,318.6395986
3.002808791,305.4400581
3.002808791,294.640434
3.002808791,283.8408099
3.002808791,14.45018735
3.040774852,-10.74893548
3.040774852,336.6389721
